Fecha,Tipo de usuario,Edad,Sexo,Categoría de afinidad (cobertura),Segmento de mercado,Sesiones
20200831,Returning Visitor,55-64,female,Shoppers/Value Shoppers,Home & Garden/Home Decor,19
20200819,Returning Visitor,25-34,female,Shoppers/Shoppers by Store Type/Department Store Shoppers,Apparel & Accessories/Men's Apparel,14
20200828,Returning Visitor,25-34,female,Media & Entertainment/Movie Lovers,Apparel & Accessories/Activewear,13
20200805,Returning Visitor,25-34,female,Media & Entertainment/TV Lovers,Employment,25
20200813,Returning Visitor,25-34,male,Shoppers/Value Shoppers,Apparel & Accessories/Shoes,14
20200830,Returning Visitor,25-34,female,Lifestyles & Hobbies/Fashionistas,Home & Garden/Home Furnishings,20
20200819,Returning Visitor,25-34,female,Food & Dining/Foodies,Apparel & Accessories/Men's Apparel,13
20200823,Returning Visitor,55-64,female,Shoppers/Shoppers by Store Type/Department Store Shoppers,Home & Garden/Home Furnishings,16
20200828,Returning Visitor,25-34,female,Shoppers/Shopaholics,Apparel & Accessories,21
20200822,Returning Visitor,25-34,male,Shoppers/Shoppers by Store Type/Department Store Shoppers,Apparel & Accessories/Shoes/Athletic Shoes,17
20200824,Returning Visitor,45-54,female,Media & Entertainment/Movie Lovers,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,18
20200830,Returning Visitor,45-54,female,Home & Garden/Home Decor Enthusiasts,Apparel & Accessories/Women's Apparel,18
20200807,Returning Visitor,25-34,male,Shoppers/Luxury Shoppers,Apparel & Accessories/Men's Apparel,14
20200826,Returning Visitor,55-64,female,Media & Entertainment/Movie Lovers,Home & Garden/Home & Garden Services,18
20200806,Returning Visitor,25-34,female,Shoppers/Value Shoppers,Apparel & Accessories/Shoes/Athletic Shoes,13
20200822,Returning Visitor,25-34,female,Shoppers/Shoppers by Store Type/Department Store Shoppers,Apparel & Accessories/Shoes,21
20200827,Returning Visitor,55-64,female,Shoppers/Shoppers by Store Type/Department Store Shoppers,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,19
20200811,Returning Visitor,25-34,female,Home & Garden/Home Decor Enthusiasts,Baby & Children's Products/Baby & Children's Apparel/Children's Apparel,13
20200810,Returning Visitor,25-34,male,Technology/Technophiles,Apparel & Accessories/Men's Apparel,16
20200817,Returning Visitor,25-34,female,Shoppers/Value Shoppers,Apparel & Accessories/Men's Apparel,18
20200806,Returning Visitor,25-34,female,Lifestyles & Hobbies/Fashionistas,Home & Garden/Home Furnishings,13
20200831,Returning Visitor,55-64,female,Lifestyles & Hobbies/Fashionistas,Apparel & Accessories/Women's Apparel,13
20200821,Returning Visitor,25-34,female,Lifestyles & Hobbies/Fashionistas,Apparel & Accessories/Shoes,25
20200822,Returning Visitor,55-64,female,Shoppers/Bargain Hunters,Home & Garden/Home Decor,25
20200814,Returning Visitor,25-34,male,Technology/Technophiles,Apparel & Accessories/Men's Apparel,13
20200831,Returning Visitor,35-44,female,Shoppers/Shoppers by Store Type/Department Store Shoppers,Apparel & Accessories/Women's Apparel,15
20200825,Returning Visitor,25-34,female,Shoppers/Bargain Hunters,Apparel & Accessories/Women's Apparel,16
20200810,Returning Visitor,18-24,female,Lifestyles & Hobbies/Fashionistas,Apparel & Accessories/Women's Apparel,14
20200820,Returning Visitor,55-64,female,Lifestyles & Hobbies/Family-Focused,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,17
20200825,Returning Visitor,35-44,female,Lifestyles & Hobbies/Green Living Enthusiasts,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,15
20200824,Returning Visitor,55-64,female,Beauty & Wellness/Frequently Visits Salons,Home & Garden/Home Furnishings,23
20200819,Returning Visitor,25-34,female,Food & Dining/Cooking Enthusiasts/30 Minute Chefs,Apparel & Accessories/Shoes,16
20200822,Returning Visitor,18-24,female,Shoppers/Shoppers by Store Type/Department Store Shoppers,Apparel & Accessories/Shoes,17
20200823,Returning Visitor,25-34,female,Media & Entertainment/TV Lovers,Apparel & Accessories/Shoes/Athletic Shoes,16
20200823,Returning Visitor,25-34,female,Beauty & Wellness/Frequently Visits Salons,Apparel & Accessories/Shoes/Athletic Shoes,23
20200805,Returning Visitor,25-34,female,Lifestyles & Hobbies/Fashionistas,Home & Garden/Home Furnishings,19
20200815,Returning Visitor,25-34,female,Food & Dining/Foodies,Apparel & Accessories/Shoes,13
20200830,Returning Visitor,25-34,male,Lifestyles & Hobbies/Fashionistas,Apparel & Accessories/Women's Apparel,16
20200828,Returning Visitor,25-34,female,Shoppers/Value Shoppers,Apparel & Accessories,17
20200831,Returning Visitor,55-64,female,Travel/Travel Buffs,Home & Garden/Home Decor,14
20200829,Returning Visitor,25-34,female,Home & Garden/Home Decor Enthusiasts,Apparel & Accessories/Shoes,21
20200830,Returning Visitor,45-54,female,Shoppers/Shoppers by Store Type/Department Store Shoppers,Apparel & Accessories/Women's Apparel,22
20200827,Returning Visitor,55-64,female,Media & Entertainment/Movie Lovers,Home & Garden/Home & Garden Services,15
20200818,Returning Visitor,25-34,female,Media & Entertainment/Movie Lovers,Apparel & Accessories/Women's Apparel,15
20200830,Returning Visitor,55-64,female,Home & Garden/Home Decor Enthusiasts,Home & Garden/Home & Garden Services,15
20200830,Returning Visitor,55-64,female,Media & Entertainment/Movie Lovers,Home & Garden/Home Decor,14
20200829,Returning Visitor,55-64,female,Travel/Travel Buffs,Home & Garden/Home Decor,15
20200824,Returning Visitor,55-64,female,Shoppers/Value Shoppers,Home & Garden/Home Decor,17
20200829,Returning Visitor,55-64,female,Beauty & Wellness/Beauty Mavens,Home & Garden/Home & Garden Services,12
20200826,Returning Visitor,55-64,female,Food & Dining/Cooking Enthusiasts/30 Minute Chefs,Home & Garden/Home Furnishings,21
20200828,Returning Visitor,25-34,female,Food & Dining/Foodies,Apparel & Accessories/Shoes,24
20200819,Returning Visitor,25-34,female,Beauty & Wellness/Beauty Mavens,Apparel & Accessories/Men's Apparel,13
20200828,Returning Visitor,25-34,female,Shoppers/Shopaholics,Employment,14
20200823,Returning Visitor,55-64,female,Media & Entertainment/TV Lovers,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,25
20200826,Returning Visitor,35-44,female,Shoppers/Shoppers by Store Type/Department Store Shoppers,Apparel & Accessories/Women's Apparel,23
20200823,Returning Visitor,55-64,female,Food & Dining/Cooking Enthusiasts/30 Minute Chefs,Home & Garden/Home Furnishings/Living Room,13
20200820,Returning Visitor,25-34,female,Food & Dining/Foodies,Apparel & Accessories/Activewear,12
20200828,Returning Visitor,25-34,female,Beauty & Wellness/Frequently Visits Salons,Apparel & Accessories/Women's Apparel,17
20200823,Returning Visitor,25-34,female,Lifestyles & Hobbies/Family-Focused,Apparel & Accessories/Women's Apparel,27
20200806,Returning Visitor,25-34,female,Shoppers/Bargain Hunters,Apparel & Accessories/Women's Apparel,12
20200811,Returning Visitor,25-34,female,Shoppers/Luxury Shoppers,Apparel & Accessories,12
20200823,Returning Visitor,55-64,female,Lifestyles & Hobbies/Fashionistas,Home & Garden/Home & Garden Services/Landscape Design,10
20200810,Returning Visitor,25-34,female,Food & Dining/Foodies,Employment,11
20200826,Returning Visitor,55-64,female,Shoppers/Shoppers by Store Type/Department Store Shoppers,Home & Garden/Home & Garden Services,17
20200829,Returning Visitor,25-34,female,Shoppers/Shopaholics,Apparel & Accessories/Shoes,14
20200812,Returning Visitor,25-34,female,Lifestyles & Hobbies/Fashionistas,Apparel & Accessories/Shoes/Athletic Shoes,11
20200811,Returning Visitor,25-34,male,Shoppers/Shopaholics,Apparel & Accessories/Activewear,14
20200804,Returning Visitor,55-64,female,Beauty & Wellness/Beauty Mavens,Home & Garden/Home Furnishings,24
20200817,Returning Visitor,25-34,female,Food & Dining/Cooking Enthusiasts/30 Minute Chefs,Apparel & Accessories/Shoes,15
20200828,Returning Visitor,35-44,female,Shoppers/Shoppers by Store Type/Department Store Shoppers,Apparel & Accessories/Women's Apparel,15
20200822,Returning Visitor,25-34,female,Shoppers/Value Shoppers,Consumer Electronics/Mobile Phones,19
20200824,Returning Visitor,55-64,female,Food & Dining/Coffee Shop Regulars,Home & Garden/Home Decor,15
20200811,Returning Visitor,55-64,female,Shoppers/Value Shoppers,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,17
20200821,Returning Visitor,25-34,female,Beauty & Wellness/Beauty Mavens,Apparel & Accessories,13
20200808,Returning Visitor,25-34,male,Beauty & Wellness/Frequently Visits Salons,Apparel & Accessories/Shoes,18
20200827,Returning Visitor,45-54,female,Shoppers/Value Shoppers,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,14
20200831,Returning Visitor,25-34,female,Shoppers/Value Shoppers,Apparel & Accessories,12
20200829,Returning Visitor,25-34,female,Lifestyles & Hobbies/Family-Focused,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,15
20200826,Returning Visitor,55-64,female,Lifestyles & Hobbies/Fashionistas,Home & Garden/Home Decor,15
20200831,Returning Visitor,55-64,female,Lifestyles & Hobbies/Family-Focused,Home & Garden/Home & Garden Services,20
20200819,Returning Visitor,25-34,female,Shoppers/Value Shoppers,Apparel & Accessories/Shoes,22
20200831,Returning Visitor,55-64,female,Beauty & Wellness/Beauty Mavens,Home & Garden/Home & Garden Services/Landscape Design,13
20200825,Returning Visitor,35-44,female,Home & Garden/Home Decor Enthusiasts,Apparel & Accessories/Women's Apparel,18
20200827,Returning Visitor,55-64,female,Shoppers/Value Shoppers,Home & Garden/Home Furnishings,16
20200831,Returning Visitor,25-34,male,Sports & Fitness/Sports Fans,Apparel & Accessories/Shoes,13
20200810,Returning Visitor,25-34,female,Shoppers/Value Shoppers,Apparel & Accessories/Women's Apparel,24
20200819,Returning Visitor,25-34,female,Media & Entertainment/TV Lovers,Apparel & Accessories/Women's Apparel,15
20200819,Returning Visitor,25-34,female,Lifestyles & Hobbies/Fashionistas,Baby & Children's Products/Baby & Children's Apparel/Children's Apparel,15
20200823,Returning Visitor,25-34,female,Shoppers/Shoppers by Store Type/Department Store Shoppers,Apparel & Accessories/Women's Apparel,26
20200807,Returning Visitor,25-34,female,Lifestyles & Hobbies/Fashionistas,Employment,16
20200819,Returning Visitor,25-34,female,Home & Garden/Home Decor Enthusiasts,Apparel & Accessories/Shoes/Athletic Shoes,11
20200817,Returning Visitor,25-34,female,Lifestyles & Hobbies/Family-Focused,Apparel & Accessories/Men's Apparel,16
20200823,Returning Visitor,55-64,female,Lifestyles & Hobbies/Fashionistas,Home & Garden/Home & Garden Services,27
20200823,Returning Visitor,55-64,female,Lifestyles & Hobbies/Family-Focused,Home & Garden/Home Furnishings/Kitchen & Dining Room,14
20200823,Returning Visitor,25-34,female,Shoppers/Shopaholics,Apparel & Accessories/Shoes,24
20200823,Returning Visitor,25-34,female,Lifestyles & Hobbies/Family-Focused,Apparel & Accessories/Shoes/Athletic Shoes,23
20200806,Returning Visitor,25-34,female,Home & Garden/Home Decor Enthusiasts,Apparel & Accessories/Shoes,20
20200824,Returning Visitor,55-64,female,Media & Entertainment/TV Lovers,Home & Garden/Home Furnishings,19
20200821,Returning Visitor,55-64,female,Home & Garden/Home Decor Enthusiasts,Home & Garden/Home Furnishings,20
20200808,Returning Visitor,25-34,male,Sports & Fitness/Sports Fans,Apparel & Accessories/Activewear,14
20200830,Returning Visitor,45-54,female,Lifestyles & Hobbies/Fashionistas,Apparel & Accessories/Shoes,16
20200804,Returning Visitor,55-64,female,Food & Dining/Cooking Enthusiasts/30 Minute Chefs,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,12
20200825,Returning Visitor,55-64,female,Beauty & Wellness/Beauty Mavens,Home & Garden/Home & Garden Services,21
20200823,Returning Visitor,25-34,female,Shoppers/Luxury Shoppers,Apparel & Accessories/Women's Apparel,18
20200823,Returning Visitor,55-64,female,Lifestyles & Hobbies/Family-Focused,Home & Garden/Home & Garden Services,30
20200817,Returning Visitor,25-34,female,Shoppers/Shopaholics,Apparel & Accessories/Shoes/Athletic Shoes,17
20200830,Returning Visitor,25-34,male,Vehicles & Transportation/Auto Enthusiasts,Apparel & Accessories/Shoes,16
20200831,Returning Visitor,35-44,female,Shoppers/Value Shoppers,Apparel & Accessories/Women's Apparel,16
20200809,Returning Visitor,55-64,female,Home & Garden/Home Decor Enthusiasts,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,13
20200828,Returning Visitor,25-34,female,Lifestyles & Hobbies/Green Living Enthusiasts,Apparel & Accessories,16
20200830,Returning Visitor,25-34,female,Lifestyles & Hobbies/Family-Focused,Apparel & Accessories/Women's Apparel,21
20200811,Returning Visitor,25-34,female,Shoppers/Value Shoppers,Apparel & Accessories/Men's Apparel,22
20200822,Returning Visitor,55-64,female,Media & Entertainment/TV Lovers,Home & Garden/Home Decor,26
20200828,Returning Visitor,25-34,female,Lifestyles & Hobbies/Fashionistas,Apparel & Accessories/Women's Apparel,31
20200815,Returning Visitor,35-44,female,Shoppers/Value Shoppers,Apparel & Accessories/Men's Apparel,19
20200824,Returning Visitor,55-64,female,Food & Dining/Coffee Shop Regulars,Home & Garden/Home & Garden Services/Architectural Services,17
20200822,Returning Visitor,55-64,female,Lifestyles & Hobbies/Fashionistas,Home & Garden/Home & Garden Services,23
20200828,Returning Visitor,25-34,male,Sports & Fitness/Sports Fans,Apparel & Accessories/Shoes,18
20200823,Returning Visitor,55-64,female,Food & Dining/Coffee Shop Regulars,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,16
20200821,Returning Visitor,25-34,female,Shoppers/Shopaholics,Apparel & Accessories/Shoes,13
20200810,Returning Visitor,25-34,male,Shoppers/Luxury Shoppers,Apparel & Accessories/Activewear,16
20200811,Returning Visitor,25-34,male,Sports & Fitness/Sports Fans,Apparel & Accessories/Activewear,16
20200825,Returning Visitor,25-34,female,Lifestyles & Hobbies/Family-Focused,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,23
20200810,Returning Visitor,25-34,female,Shoppers/Value Shoppers,Apparel & Accessories/Activewear,17
20200820,Returning Visitor,35-44,female,Shoppers/Value Shoppers,Apparel & Accessories,15
20200822,Returning Visitor,25-34,female,Shoppers/Value Shoppers,Apparel & Accessories/Women's Apparel,17
20200814,Returning Visitor,55-64,female,Lifestyles & Hobbies/Family-Focused,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,12
20200823,Returning Visitor,25-34,female,Shoppers/Bargain Hunters,Apparel & Accessories/Shoes,24
20200824,Returning Visitor,55-64,female,Media & Entertainment/TV Lovers,Home & Garden/Home & Garden Services,16
20200812,Returning Visitor,45-54,female,Shoppers/Value Shoppers,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,28
20200830,Returning Visitor,45-54,female,Shoppers/Value Shoppers,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,14
20200829,Returning Visitor,55-64,female,Lifestyles & Hobbies/Fashionistas,Home & Garden/Home & Garden Services,12
20200812,Returning Visitor,25-34,female,Lifestyles & Hobbies/Fashionistas,Apparel & Accessories/Women's Apparel,14
20200808,Returning Visitor,25-34,female,Lifestyles & Hobbies/Fashionistas,Apparel & Accessories/Women's Apparel,13
20200825,Returning Visitor,55-64,female,Food & Dining/Cooking Enthusiasts/30 Minute Chefs,Home & Garden/Home & Garden Services/Architectural Services,13
20200825,Returning Visitor,35-44,female,Lifestyles & Hobbies/Family-Focused,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,14
20200813,Returning Visitor,25-34,female,Food & Dining/Foodies,Apparel & Accessories/Women's Apparel,14
20200828,Returning Visitor,55-64,female,Shoppers/Bargain Hunters,Home & Garden/Home Decor,22
20200812,Returning Visitor,25-34,male,Shoppers/Value Shoppers,Apparel & Accessories/Shoes,13
20200822,Returning Visitor,35-44,female,Media & Entertainment/Movie Lovers,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,11
20200828,Returning Visitor,55-64,female,Home & Garden/Do-It-Yourselfers,Home & Garden/Home Decor,24
20200812,Returning Visitor,45-54,female,Home & Garden/Do-It-Yourselfers,Home & Garden/Home & Garden Services,15
20200822,Returning Visitor,25-34,female,Media & Entertainment/Movie Lovers,Employment,13
20200830,Returning Visitor,25-34,male,Lifestyles & Hobbies/Fashionistas,Apparel & Accessories/Men's Apparel,18
20200824,Returning Visitor,55-64,female,Lifestyles & Hobbies/Green Living Enthusiasts,Home & Garden/Home & Garden Services/Door & Window Installation,21
20200831,Returning Visitor,25-34,female,Lifestyles & Hobbies/Shutterbugs,Business Services/Advertising & Marketing Services,22
20200823,Returning Visitor,25-34,female,Shoppers/Shoppers by Store Type/Department Store Shoppers,Apparel & Accessories/Shoes/Athletic Shoes,22
20200831,Returning Visitor,55-64,female,Home & Garden/Do-It-Yourselfers,Home & Garden/Home Decor,22
20200804,Returning Visitor,55-64,female,Beauty & Wellness/Beauty Mavens,Apparel & Accessories/Women's Apparel,20
20200825,Returning Visitor,25-34,female,Beauty & Wellness/Beauty Mavens,Apparel & Accessories,12
20200804,Returning Visitor,25-34,female,Food & Dining/Foodies,Apparel & Accessories/Shoes/Athletic Shoes,19
20200827,Returning Visitor,55-64,female,Beauty & Wellness/Beauty Mavens,Home & Garden/Home & Garden Services,22
20200822,Returning Visitor,55-64,female,Shoppers/Shoppers by Store Type/Department Store Shoppers,Home & Garden/Home Furnishings,22
20200829,Returning Visitor,25-34,female,Shoppers/Value Shoppers,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,11
20200824,Returning Visitor,55-64,female,Lifestyles & Hobbies/Fashionistas,Home & Garden/Home & Garden Services/Painting Services,13
20200814,Returning Visitor,25-34,female,Media & Entertainment/TV Lovers,Apparel & Accessories/Shoes/Athletic Shoes,19
20200813,Returning Visitor,45-54,female,Home & Garden/Home Decor Enthusiasts,Home & Garden/Home Furnishings,15
20200825,Returning Visitor,25-34,female,Shoppers/Shoppers by Store Type/Department Store Shoppers,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,24
20200828,Returning Visitor,25-34,female,Media & Entertainment/TV Lovers,Apparel & Accessories/Shoes/Athletic Shoes,18
20200823,Returning Visitor,55-64,female,Technology/Mobile Enthusiasts,Home & Garden/Home Decor,18
20200810,Returning Visitor,25-34,female,Lifestyles & Hobbies/Fashionistas,Apparel & Accessories/Women's Apparel,23
20200830,Returning Visitor,25-34,female,Shoppers/Shopaholics,Apparel & Accessories/Shoes,20
20200818,Returning Visitor,25-34,female,Shoppers/Value Shoppers,Apparel & Accessories/Shoes,16
20200825,Returning Visitor,55-64,female,Shoppers/Bargain Hunters,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,11
20200823,Returning Visitor,55-64,female,Media & Entertainment/TV Lovers,Home & Garden/Home Furnishings,15
20200823,Returning Visitor,25-34,female,Beauty & Wellness/Frequently Visits Salons,Apparel & Accessories/Women's Apparel,27
20200828,Returning Visitor,25-34,female,Lifestyles & Hobbies/Green Living Enthusiasts,Home & Garden/Home Furnishings,17
20200828,Returning Visitor,45-54,female,Beauty & Wellness/Beauty Mavens,Apparel & Accessories/Women's Apparel,16
20200828,Returning Visitor,45-54,female,Media & Entertainment/TV Lovers,Home & Garden/Home Furnishings,14
20200829,Returning Visitor,25-34,female,Lifestyles & Hobbies/Family-Focused,Apparel & Accessories/Women's Apparel,15
20200828,Returning Visitor,25-34,female,Shoppers/Shopaholics,Home & Garden/Home Furnishings,13
20200822,Returning Visitor,25-34,male,Sports & Fitness/Sports Fans,Apparel & Accessories/Shoes,16
20200826,Returning Visitor,55-64,female,Media & Entertainment/Movie Lovers,Home & Garden/Home & Garden Services/Architectural Services,17
20200831,Returning Visitor,35-44,female,Media & Entertainment/TV Lovers,Apparel & Accessories/Women's Apparel,13
20200830,Returning Visitor,25-34,female,Food & Dining/Coffee Shop Regulars,Apparel & Accessories/Shoes,14
20200824,Returning Visitor,25-34,female,Shoppers/Value Shoppers,Consumer Electronics/Mobile Phones,17
20200805,Returning Visitor,25-34,female,Shoppers/Shopaholics,Apparel & Accessories/Shoes,19
20200817,Returning Visitor,25-34,female,Shoppers/Shopaholics,Apparel & Accessories/Women's Apparel,20
20200809,Returning Visitor,25-34,female,Lifestyles & Hobbies/Family-Focused,Apparel & Accessories/Women's Apparel,10
20200831,Returning Visitor,55-64,female,Media & Entertainment/TV Lovers,Apparel & Accessories/Women's Apparel,12
20200825,Returning Visitor,25-34,female,Food & Dining/Foodies,Apparel & Accessories/Women's Apparel,13
20200810,Returning Visitor,25-34,male,Shoppers/Shoppers by Store Type/Department Store Shoppers,Apparel & Accessories/Shoes/Athletic Shoes,20
20200830,Returning Visitor,45-54,female,Food & Dining/Cooking Enthusiasts/30 Minute Chefs,Home & Garden/Home & Garden Services,12
20200829,Returning Visitor,25-34,female,Home & Garden/Home Decor Enthusiasts,Apparel & Accessories/Women's Apparel,18
20200825,Returning Visitor,25-34,female,Shoppers/Shoppers by Store Type/Department Store Shoppers,Apparel & Accessories,12
20200824,Returning Visitor,25-34,female,Lifestyles & Hobbies/Family-Focused,Apparel & Accessories/Women's Apparel,19
20200823,Returning Visitor,25-34,female,Home & Garden/Home Decor Enthusiasts,Apparel & Accessories/Men's Apparel,15
20200825,Returning Visitor,55-64,female,Media & Entertainment/TV Lovers,Home & Garden/Home Decor,16
20200826,Returning Visitor,55-64,female,Beauty & Wellness/Frequently Visits Salons,Home & Garden/Home & Garden Services,16
20200825,Returning Visitor,55-64,female,Lifestyles & Hobbies/Family-Focused,Home & Garden/Home & Garden Services/Landscape Design,21
20200829,Returning Visitor,25-34,male,Shoppers/Luxury Shoppers,Apparel & Accessories/Shoes,19
20200828,Returning Visitor,25-34,female,Food & Dining/Foodies,Apparel & Accessories,16
20200807,Returning Visitor,25-34,female,Media & Entertainment/Movie Lovers,Apparel & Accessories/Women's Apparel,22
20200814,Returning Visitor,25-34,male,Shoppers/Shopaholics,Apparel & Accessories/Shoes,14
20200815,Returning Visitor,25-34,female,Lifestyles & Hobbies/Green Living Enthusiasts,Apparel & Accessories,13
20200811,Returning Visitor,25-34,male,Beauty & Wellness/Frequently Visits Salons,Apparel & Accessories/Shoes,15
20200828,Returning Visitor,25-34,female,Beauty & Wellness/Beauty Mavens,Apparel & Accessories/Shoes/Athletic Shoes,21
20200822,Returning Visitor,25-34,male,Lifestyles & Hobbies/Fashionistas,Apparel & Accessories/Activewear,15
20200831,Returning Visitor,25-34,female,Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Dinner Out,Business Services/Advertising & Marketing Services,23
20200826,Returning Visitor,35-44,female,Shoppers/Bargain Hunters,Apparel & Accessories/Activewear,13
20200814,Returning Visitor,25-34,female,Beauty & Wellness/Beauty Mavens,Employment,18
20200831,Returning Visitor,25-34,female,Lifestyles & Hobbies/Business Professionals,Business Services/Advertising & Marketing Services,22
20200829,Returning Visitor,25-34,female,Media & Entertainment/Movie Lovers,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,13
20200820,Returning Visitor,25-34,female,Food & Dining/Cooking Enthusiasts/30 Minute Chefs,Apparel & Accessories/Women's Apparel,15
20200824,Returning Visitor,35-44,female,Home & Garden/Home Decor Enthusiasts,Home & Garden/Home & Garden Services,11
20200822,Returning Visitor,55-64,female,Shoppers/Shoppers by Store Type/Department Store Shoppers,Home & Garden/Home Decor,32
20200830,Returning Visitor,35-44,female,Food & Dining/Cooking Enthusiasts/30 Minute Chefs,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,19
20200808,Returning Visitor,25-34,male,Beauty & Wellness/Frequently Visits Salons,Apparel & Accessories/Men's Apparel,18
20200826,Returning Visitor,55-64,female,Lifestyles & Hobbies/Family-Focused,Home & Garden/Home & Garden Services/Architectural Services,18
20200817,Returning Visitor,25-34,female,Lifestyles & Hobbies/Fashionistas,Home & Garden/Home Furnishings,11
20200829,Returning Visitor,25-34,male,Shoppers/Shopaholics,Apparel & Accessories/Men's Apparel,12
20200824,Returning Visitor,55-64,female,Shoppers/Value Shoppers,Home & Garden/Home Furnishings,15
20200827,Returning Visitor,55-64,female,Shoppers/Shoppers by Store Type/Department Store Shoppers,Home & Garden/Home Decor,21
20200830,Returning Visitor,25-34,female,Food & Dining/Foodies,Apparel & Accessories/Shoes/Athletic Shoes,13
20200828,Returning Visitor,25-34,female,Food & Dining/Coffee Shop Regulars,Apparel & Accessories,19
20200827,Returning Visitor,45-54,female,Lifestyles & Hobbies/Family-Focused,Home & Garden/Home Decor,14
20200830,Returning Visitor,25-34,female,Lifestyles & Hobbies/Fashionistas,Apparel & Accessories/Shoes/Athletic Shoes,14
20200812,Returning Visitor,25-34,female,Food & Dining/Foodies,Apparel & Accessories/Women's Apparel,11
20200805,Returning Visitor,25-34,female,Media & Entertainment/Movie Lovers,Apparel & Accessories/Shoes,15
20200817,Returning Visitor,25-34,female,Lifestyles & Hobbies/Family-Focused,Home & Garden/Home Furnishings,15
20200808,Returning Visitor,25-34,male,Media & Entertainment/Movie Lovers,Apparel & Accessories/Men's Apparel,16
20200811,Returning Visitor,25-34,female,Home & Garden/Home Decor Enthusiasts,Apparel & Accessories/Men's Apparel,23
20200823,Returning Visitor,55-64,female,Lifestyles & Hobbies/Family-Focused,Real Estate/Residential Properties,11
20200810,Returning Visitor,35-44,female,Shoppers/Value Shoppers,Home & Garden/Home Furnishings,13
20200818,Returning Visitor,25-34,female,Lifestyles & Hobbies/Family-Focused,Apparel & Accessories/Shoes/Athletic Shoes,18
20200805,Returning Visitor,25-34,male,Lifestyles & Hobbies/Fashionistas,Apparel & Accessories/Shoes/Athletic Shoes,15
20200805,Returning Visitor,25-34,female,Shoppers/Shopaholics,Home & Garden/Home Furnishings,18
20200831,Returning Visitor,25-34,female,Food & Dining/Foodies,Apparel & Accessories/Women's Apparel,16
20200812,Returning Visitor,45-54,female,Food & Dining/Cooking Enthusiasts/30 Minute Chefs,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,20
20200818,Returning Visitor,25-34,female,Food & Dining/Foodies,Apparel & Accessories/Men's Apparel,14
20200823,Returning Visitor,25-34,female,Media & Entertainment/TV Lovers,Apparel & Accessories/Shoes,18
20200825,Returning Visitor,25-34,female,Shoppers/Value Shoppers,Apparel & Accessories/Women's Apparel,18
20200828,Returning Visitor,55-64,female,Food & Dining/Cooking Enthusiasts/30 Minute Chefs,Home & Garden/Home & Garden Services,29
20200806,Returning Visitor,25-34,female,Shoppers/Value Shoppers,Home & Garden/Home Furnishings,16
20200830,Returning Visitor,25-34,male,Beauty & Wellness/Beauty Mavens,Apparel & Accessories/Shoes,12
20200822,Returning Visitor,55-64,female,Beauty & Wellness/Beauty Mavens,Home & Garden/Home Decor,34
20200828,Returning Visitor,35-44,female,Lifestyles & Hobbies/Green Living Enthusiasts,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,15
20200828,Returning Visitor,35-44,female,Beauty & Wellness/Beauty Mavens,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,18
20200815,Returning Visitor,25-34,female,Food & Dining/Foodies,Apparel & Accessories,17
20200820,Returning Visitor,25-34,female,Food & Dining/Foodies,Apparel & Accessories/Shoes,16
20200828,Returning Visitor,25-34,female,Lifestyles & Hobbies/Fashionistas,Apparel & Accessories/Shoes,27
20200821,Returning Visitor,25-34,female,Lifestyles & Hobbies/Fashionistas,Apparel & Accessories/Women's Apparel,15
20200823,Returning Visitor,55-64,female,Shoppers/Value Shoppers,Home & Garden/Home Furnishings/Kitchen & Dining Room,12
20200818,Returning Visitor,25-34,female,Lifestyles & Hobbies/Fashionistas,Employment,14
20200814,Returning Visitor,25-34,female,Home & Garden/Home Decor Enthusiasts,Employment,20
20200825,Returning Visitor,25-34,female,Media & Entertainment/TV Lovers,Apparel & Accessories/Shoes/Athletic Shoes,14
20200823,Returning Visitor,55-64,female,Lifestyles & Hobbies/Green Living Enthusiasts,Home & Garden/Home & Garden Services/Landscape Design,10
